thread_id,first_message,thread_text,is_hard,is_multi_intent,retrieval_sim,is_fresh,thread_depth,has_branches,case_type,golden_id,primary_intent,secondary_intent,should_escalate,reference_resolution_summary,labeling_notes
518950,@SpotifyCares anbody home??!!,@SpotifyCares anbody home??!! @239734 Hi there! We've sent a DM your way. Let's carry on chatting there /MO,True,False,0.5,True,1,False,hard,G011,other_unclear,,False,Thank the customer for reaching out. Ask them to describe their issue in more detail so the right support team can assist.,Auto-labeled as other_unclear; message lacks sufficient intent signal.
2913879,Is anyone else’s @115888 down??,"Is anyone else’s @115888 down?? @806625 Hey! We were off beat for a second, but we’re back on track now (excuse the puns) /JE @SpotifyCares Thank for checking in and responding guys! Really appreciate it! @806625 You're welcome! Let us know if you ever need us again. We'd be... https://t.co/LgAM6ky9Vv 💚 /BP",True,False,0.5,True,3,False,hard,G012,other_unclear,,False,Thank the customer for reaching out. Ask them to describe their issue in more detail so the right support team can assist.,Auto-labeled as other_unclear; message lacks sufficient intent signal.
2912462,When @115888 is acting up😣,When @115888 is acting up😣 @806231 Hey! Thanks for letting us know. Everything’s looking good on our end now - are you still having this issue? 🙂 /GN @SpotifyCares No it looks like it's back up now☺️ @806231 Awesome! Give us a shout for anything else ✌️ /JS,True,False,0.5,True,3,False,hard,G013,other_unclear,,False,Thank the customer for reaching out. Ask them to describe their issue in more detail so the right support team can assist.,Auto-labeled as other_unclear; message lacks sufficient intent signal.
2913925,@115888 can’t play anything that isn’t downloaded 😤😤😤😤😤 iPhone 7 with the latest app update,@115888 can’t play anything that isn’t downloaded 😤😤😤😤😤 iPhone 7 with the latest app update @806638 Hey! Thanks for letting us know. Everything’s looking good on our end now - are you still having this issue? /CP,True,False,0.5,True,1,False,hard,G014,download_offline,,False,"Ask for the device and Spotify version. Check: Premium subscription active, device storage, offline device limit (max 5 devices), and whether the toggle is enabled in Settings → Playback → Offline Mode.",
172503,@115888 where’s samuel’s album,@115888 where’s samuel’s album @156313 Hey there! Can you let us know the country your account is set to? We'll have a look /LO @SpotifyCares USA @156313 Thanks. Could you try this link: https://t.co/X4cfqVdpmW? Is this the album you're looking for? /LO,True,False,0.5,True,3,False,hard,G015,other_unclear,,False,Thank the customer for reaching out. Ask them to describe their issue in more detail so the right support team can assist.,Auto-labeled as other_unclear; message lacks sufficient intent signal.
139099,https://t.co/YxliFtc8p8,"https://t.co/YxliFtc8p8 @147345 Hey! Don’t worry, we can help. What’s happening exactly? We've also responded to your DM. Let's continue the conversation there /DN",True,False,0.5,True,1,False,hard,G016,other_unclear,,False,Thank the customer for reaching out. Ask them to describe their issue in more detail so the right support team can assist.,Auto-labeled as other_unclear; message lacks sufficient intent signal.
2936280,@SpotifyCares I WAS CHARGED THRICE FOR THE PREMIUM I CANT EVEN SUBSCRIBE 🤦‍♂️,"@SpotifyCares I WAS CHARGED THRICE FOR THE PREMIUM I CANT EVEN SUBSCRIBE 🤦‍♂️ @811749 Hey, that doesn't sound good! Can you DM us your account's email address? We'll take a look backstage /JN https://t.co/ldFdZRiNAt",True,False,0.5,True,1,False,hard,G017,billing_dispute,,True,ESCALATE to billing team. Do not process refunds via Twitter. Acknowledge the charge concern and direct customer to spotify.com/account to check their plan. Request they DM account email so billing team can investigate.,Hard case with high-risk intent billing_dispute — mandatory escalation.
2815050,@SpotifyCares help,@SpotifyCares help @358544 Hey there! Help's here. What's happening exactly? Can you DM us your account's email address or username? We'll take a look backstage /NQ https://t.co/ldFdZRiNAt,True,False,0.5,True,1,False,hard,G018,other_unclear,,False,Thank the customer for reaching out. Ask them to describe their issue in more detail so the right support team can assist.,Auto-labeled as other_unclear; message lacks sufficient intent signal.
609669,Why spotify?? 😭@SpotifyCares https://t.co/8H7EDLX7hE,Why spotify?? 😭@SpotifyCares https://t.co/8H7EDLX7hE @264939 Hey! We've replied to your DM. Let's continue chatting there /KT,True,False,0.5,True,1,False,hard,G019,other_unclear,,False,Thank the customer for reaching out. Ask them to describe their issue in more detail so the right support team can assist.,Auto-labeled as other_unclear; message lacks sufficient intent signal.
2780855,@SpotifyCares any plans to give us an option to remove the Stranger Things overlay? It’s completely breaking my desktop client now. 😤😤😤😤,"@SpotifyCares any plans to give us an option to remove the Stranger Things overlay? It’s completely breaking my desktop client now. 😤😤😤😤 @776666 Hi there. We're sorry you feel that way. We don't have any info to share right now. We appreciate your feedback on this, and we'll be sure to pass it on to the right folks. Let us know if you have any other questions /LM",True,False,0.5,True,1,False,hard,G020,other_unclear,,False,Thank the customer for reaching out. Ask them to describe their issue in more detail so the right support team can assist.,Auto-labeled as other_unclear; message lacks sufficient intent signal.
622825,@SpotifyCares https://t.co/BDRyRCT9sC,"@SpotifyCares https://t.co/BDRyRCT9sC @267666 Hey Ethan, the cavalry's arrived! We'd like to help you out in private. Can you send us a DM? /LS https://t.co/ldFdZRiNAt",True,False,0.5,True,1,False,hard,G021,other_unclear,,False,Thank the customer for reaching out. Ask them to describe their issue in more detail so the right support team can assist.,Auto-labeled as other_unclear; message lacks sufficient intent signal.
543132,@SpotifyCares https://t.co/HceEYzjbYa,"@SpotifyCares https://t.co/HceEYzjbYa @144687 Hi there. Can you let us know what device, operating system, and Spotify version you're running? We'll see what we can suggest /LM @SpotifyCares iphone 7, i don’t know operating system, and it’s the last version of spotify @144687 You can check your iPhone's iOS version by heading to Settings &gt; General &gt; About. On another note, did this start happening after a specific update? Also, does it only happen with your downloaded songs? /LM",True,True,0.5,True,9,False,hard,G022,download_offline,,False,"Ask for the device and Spotify version. Check: Premium subscription active, device storage, offline device limit (max 5 devices), and whether the toggle is enabled in Settings → Playback → Offline Mode.",
73747,@115888 App pro Apple Watch?,@115888 App pro Apple Watch? @132497 Hey Mira! Check out the official idea and add your vote to let our devs know it's something you'd like to see: https://t.co/BysL5LFq6X /KM,True,False,0.5,True,1,False,hard,G023,other_unclear,,False,Thank the customer for reaching out. Ask them to describe their issue in more detail so the right support team can assist.,Auto-labeled as other_unclear; message lacks sufficient intent signal.
574261,@115888 what's a token error,@115888 what's a token error @255065 Hey Michael! Can you DM us your account's username and email address? It'd be great if you could include a screenshot of the exact message you're getting /JL https://t.co/ldFdZRiNAt,True,False,0.5,True,1,False,hard,G024,other_unclear,,False,Thank the customer for reaching out. Ask them to describe their issue in more detail so the right support team can assist.,Auto-labeled as other_unclear; message lacks sufficient intent signal.
129767,HOW DO I BUY PREMIUM??? @115888 @SpotifyCares,HOW DO I BUY PREMIUM??? @115888 @SpotifyCares @145259 Hey there! Can you send us a DM with your account's email address or username? We'll take a look backstage /AR https://t.co/ldFdZRiNAt,True,False,0.5,True,1,False,hard,G025,other_unclear,,False,Thank the customer for reaching out. Ask them to describe their issue in more detail so the right support team can assist.,Auto-labeled as other_unclear; message lacks sufficient intent signal.
2714741,Fwd: @spotifycares https://t.co/U3XE32TsG4,"Fwd: @spotifycares https://t.co/U3XE32TsG4 @SpotifyCares Where is the option to turn Drake off? @762081 Hey there! We don't have any info on this right now, but we'll let the right team know it's something you'd like to see /MT @SpotifyCares Thanks MT. Really looking forward to options to turn off pictures of Drake and disable Drake pictures!",True,True,0.5,True,4,True,hard,G026,other_unclear,,False,Thank the customer for reaching out. Ask them to describe their issue in more detail so the right support team can assist.,Auto-labeled as other_unclear; message lacks sufficient intent signal.
703178,@SpotifyCares https://t.co/0mhQ44KnCY,@SpotifyCares https://t.co/0mhQ44KnCY @287984 Hi there! Can you tell us what issues you're having and on what device? We'll see what we can suggest /NH,True,False,0.5,True,1,False,hard,G027,other_unclear,,False,Thank the customer for reaching out. Ask them to describe their issue in more detail so the right support team can assist.,Auto-labeled as other_unclear; message lacks sufficient intent signal.
455635,"@115888 I was going to get premium but I literally can’t figure out how, your add for 3 months for only $9.99 should let you buy it after you click on it 🤦🏼‍♀️🤷🏼‍♀️","@115888 I was going to get premium but I literally can’t figure out how, your add for 3 months for only $9.99 should let you buy it after you click on it 🤦🏼‍♀️🤷🏼‍♀️ @223160 Hey there! Can you DM us your account's username and email address? We'll take a look backstage /TF",True,False,0.5,True,1,False,hard,G028,other_unclear,,False,Thank the customer for reaching out. Ask them to describe their issue in more detail so the right support team can assist.,Auto-labeled as other_unclear; message lacks sufficient intent signal.
462644,@SpotifyCares um.. Help? https://t.co/UVy9AacGUp,@SpotifyCares um.. Help? https://t.co/UVy9AacGUp @224960 Hey there! We'd recommend following the troubleshooting steps here: https://t.co/fAKz2xyx26. Let us know if that helps /LO @SpotifyCares Thank you @224960 No problem! Let us know if you ever need us again. We'd be... https://t.co/LgAM6ky9Vv /JQ,True,False,0.5,True,3,False,hard,G029,other_unclear,,False,Thank the customer for reaching out. Ask them to describe their issue in more detail so the right support team can assist.,Auto-labeled as other_unclear; message lacks sufficient intent signal.
2916686,spotify is down im-,spotify is down im- @807321 Hey Becca! Thanks for the report. We had a little hiccup earlier but everything should be running just fine now /CE,True,False,0.5,True,1,False,hard,G030,other_unclear,,False,Thank the customer for reaching out. Ask them to describe their issue in more detail so the right support team can assist.,Auto-labeled as other_unclear; message lacks sufficient intent signal.
2738101,"@767209 @767210 @115888 @SpotifyCares Sorry for the incovenience but why the band ""Comme Restus"" is no longer avaliable in the spotify plataform?","@767209 @767210 @115888 @SpotifyCares Sorry for the incovenience but why the band ""Comme Restus"" is no longer avaliable in the spotify plataform? @767208 Hey there! Sometimes, content is temporarily removed because of licensing changes. Hopefully, we'll have it available again soon. There's more info here: https://t.co/VE7KvznUs9 🙂 /JI @SpotifyCares Just do the fucking contract @767208 We hear you loud and clear. Rest assured, your feedback has been noted and passed onto the team /JI",False,True,0.5,True,5,True,multi_intent,G031,other_unclear,,False,Thank the customer for reaching out. Ask them to describe their issue in more detail so the right support team can assist.,Auto-labeled as other_unclear; message lacks sufficient intent signal.
564498,Hey @117168 why isn't there sound coming out of my iPhone?,"Hey @117168 why isn't there sound coming out of my iPhone? @117168 Y'all don't want me to turn into my aunt on here.  I'm paying for service, but that can change quick. @252227 Hi there. Don't worry, help's here. Can you log out, restart your iPhone, then log back in before checking again? Let us know how it goes /JU @SpotifyCares Thanks, it worked.",False,True,0.5,True,4,False,multi_intent,G032,other_unclear,,False,Thank the customer for reaching out. Ask them to describe their issue in more detail so the right support team can assist.,Auto-labeled as other_unclear; message lacks sufficient intent signal.
534632,"@115888 is there a way to play a song next as you're listening to a playlist? If not, could there please be made a way to do this?","@115888 is there a way to play a song next as you're listening to a playlist? If not, could there please be made a way to do this? @115888 i mean a song not from the playlist, but played next.  i think i can do this in the andoid app version but desktop??? not seeing it @243847 Hey! Are you talking about putting songs in queue? If so, we have more info here: https://t.co/gwWUrYOdIW. Hope this helps /KM @SpotifyCares Close, I'm talking about if I'm playing a song queue and am browsing for more songs and want to have the next song i queue to play first,  i.e. a 'play next' button.",False,True,0.5,True,4,False,multi_intent,G033,other_unclear,,False,Thank the customer for reaching out. Ask them to describe their issue in more detail so the right support team can assist.,Auto-labeled as other_unclear; message lacks sufficient intent signal.
2823491,"@SpotifyCares Hello, does this number reflect actual total stream count for the track, and if so, how often is it updated? https://t.co/Y8xq7hJCMQ","@SpotifyCares Hello, does this number reflect actual total stream count for the track, and if so, how often is it updated? https://t.co/Y8xq7hJCMQ @786728 Hey there! It reflects the total stream count, and it's being updated daily. Let us know if you have further questions /MA @SpotifyCares Then i have a question about https://t.co/RYxaLhbRTx numbers. Day before the number i showed in picture was ~1.74m, now, as in picture, it is ~3.64m. So, approx 1.8/1.9m in the last day. But in chart shows that it had only ~700k streams in last day. Which number is wrong then? @SpotifyCares + The number in question is global streams for 26th of nov",False,True,0.5,True,5,False,multi_intent,G034,other_unclear,,False,Thank the customer for reaching out. Ask them to describe their issue in more detail so the right support team can assist.,Auto-labeled as other_unclear; message lacks sufficient intent signal.
2963253,@115888 create software for my @125066 Switch so I can bust out the jams on any TV at the next function,@115888 create software for my @125066 Switch so I can bust out the jams on any TV at the next function @115888 @125066 @115940 is already on it. @115940 DID THAT! @115888 @125066 @115940 but @115946 where you at? get some software on the #NintendoSwitch @817658 I'll go ahead and forward feedback to our development team regarding this device. *RM,False,True,0.5,True,3,False,multi_intent,G035,other_unclear,,False,Thank the customer for reaching out. Ask them to describe their issue in more detail so the right support team can assist.,Auto-labeled as other_unclear; message lacks sufficient intent signal.
494216,"@SpotifyCares hello I need help I can't open, install or uninstall Spotify https://t.co/A8gaOhTtFP","@SpotifyCares hello I need help I can't open, install or uninstall Spotify https://t.co/A8gaOhTtFP @232842 Hey Alan, we'd love to help! Can you let us know your exact Windows and Spotify versions? We'll see what we can suggest /JP @SpotifyCares Windows 7. I'm not sure which spotify version since it won't let me open the app @232842 Got it. Can you try reinstalling Spotify by going into Safe mode with networking? Does this make any difference /JP",False,True,0.5,True,5,False,multi_intent,G036,other_unclear,,False,Thank the customer for reaching out. Ask them to describe their issue in more detail so the right support team can assist.,Auto-labeled as other_unclear; message lacks sufficient intent signal.
494252,"@SpotifyCares hi, the app crashes everytime I try to create a new playlist in a folder (on the Android app). Will it be fixed?","@SpotifyCares hi, the app crashes everytime I try to create a new playlist in a folder (on the Android app). Will it be fixed? @232854 Hey Alessia, that's not cool! Can you let us know the device, OS, and Spotify version you're using? We'll see what we can suggest /JK @SpotifyCares I'm using a Huawei p9 with Android 7.0, this is the version of the app (I've just realised I had missed an update so i just updated it, but it keeps doing it) https://t.co/97SFjbnvyJ @232854 Got it. Does logging out &gt; restarting the device &gt; logging back in help? Keep us posted /JK",False,True,0.5,True,5,False,multi_intent,G037,app_crash,,False,"Acknowledge the app issue. Request device model, OS version, and Spotify version. Suggest updating the app and OS, reinstalling Spotify, or checking for known compatibility issues.",
1630472,@115888 ummm so why was “Que Fue” by El Alfa removes from Spotify??????,"@115888 ummm so why was “Que Fue” by El Alfa removes from Spotify?????? @499041 Hey, help's here! Can you tell us what country your account is set to? We'll check things out /CH @SpotifyCares USA? It was listed before and all of a sudden it disappeared. All El Alfa’s songs are listed except that one 😡 @499041 Got it! Sometimes content gets temporarily removed because of licensing changes. Hopefully we'll have it available again in the US soon /CH",False,True,0.5,True,5,False,multi_intent,G038,other_unclear,,False,Thank the customer for reaching out. Ask them to describe their issue in more detail so the right support team can assist.,Auto-labeled as other_unclear; message lacks sufficient intent signal.
2707005,@117168 did you guys remove the equalizer feature on the iPhone App?,"@117168 did you guys remove the equalizer feature on the iPhone App? @760224 Hi, help's here! Can you let us know what device, operating system and version of Spotify you're using? We'll see what we can suggest /BE @SpotifyCares Apple iPhone 7plus. Version 8.4.28 and using iOS 11. @760224 Thanks. You can find the feature by heading over to Settings &gt; Playback &gt; Equalizer. Give it atry and let us know how it goes /BE",False,True,0.5,True,5,True,multi_intent,G039,audio_playback,,False,"Acknowledge the playback interruption. Ask for device, OS, and Spotify version. Suggest: clear cache (Settings → Storage → Clear Cache), log out and back in, reinstall the app, or check if another device is streaming simultaneously.",
2895456,"@SpotifyCares 4 months worth of additions to my playlist are missing when listening on my PC, I can still see them on my phone.","@SpotifyCares 4 months worth of additions to my playlist are missing when listening on my PC, I can still see them on my phone. @802394 Hey there! That's not cool. Can you let us know the operating system and app version you're running on your PC? We'll see what we can suggest /PB @SpotifyCares Windows 10, 1.0.68.407.g6864aaaf @802394 Got it. Just to check, does logging out then logging back in help at all? /PB",False,True,0.5,True,5,False,multi_intent,G040,playlist_content_missing,,False,"Acknowledge the missing content. Explain that content availability depends on licensing agreements. Link to spotify.com/content-policy for more information. If a playlist has disappeared, ask them to check Settings → Recover playlists.",
443194,"Yo @115888, the app is terribly buggy, what's up with that?
Constantly loading for minutes at a time when searching. Songs deciding not to play. Blank screens!

Stop taking my money until your shit is fixed! https://t.co/U7LIxPL8I9","Yo @115888, the app is terribly buggy, what's up with that?
Constantly loading for minutes at a time when searching. Songs deciding not to play. Blank screens!

Stop taking my money until your shit is fixed! https://t.co/U7LIxPL8I9 @220018 Hey there! Can you let us know the device, operating system, and Spotify version you're running? We'll see what we can suggest /PL @SpotifyCares Running from my Samsung s7, android version 7.0, and running Spotify v.8.4.26.770 @220018 Thanks! Can you try logging out &gt; restarting the device &gt; logging back in? Let us know if that helps /PL",False,True,0.5,True,9,False,multi_intent,G041,other_unclear,,False,Thank the customer for reaching out. Ask them to describe their issue in more detail so the right support team can assist.,Auto-labeled as other_unclear; message lacks sufficient intent signal.
64398,@SpotifyCares I'm having issues syncing my devices. It's often taking hours before changes are synced across from my desktop app to iOS.,"@SpotifyCares I'm having issues syncing my devices. It's often taking hours before changes are synced across from my desktop app to iOS. @130782 Hey Mark, help's here! Can you try reinstalling the app on both devices? Just follow the steps here: https://t.co/vNY2SFD0tR. Let us know how it goes /PL @SpotifyCares What about my downloaded albums? @130782 Your downloaded tunes are safe. You'll just have to resync them after you reinstall the app. Keep us posted /PL",False,True,0.5,True,5,False,multi_intent,G042,download_offline,,False,"Ask for the device and Spotify version. Check: Premium subscription active, device storage, offline device limit (max 5 devices), and whether the toggle is enabled in Settings → Playback → Offline Mode.",
565390,@115888 your app constantly crashes or doesn't respond. Any known issues for this on android?,"@115888 your app constantly crashes or doesn't respond. Any known issues for this on android? @252492 Hey there! Can you let us know your device's Android and Spotify versions? Also, is this happening over WiFi or 3G/4G? /NQ @SpotifyCares Android version 7.0
Happens during either. I only tend to listen to songs or playlists that i've previously downloaded https://t.co/mxHvZA2654 @252492 Thanks! Does using a different device make a difference? Let us know how this plays out /MS",False,True,0.5,True,5,False,multi_intent,G043,app_crash,download_offline,False,"Acknowledge the app issue. Request device model, OS version, and Spotify version. Suggest updating the app and OS, reinstalling Spotify, or checking for known compatibility issues. Additionally, regarding the secondary issue (download_offline): Ask for the device and Spotify version. Check: Premium subscription active, device storage, offline ...","Multi-intent detected: primary=app_crash, secondary=download_offline."
163719,"@SpotifyCares I have been trying to create an account through my Facebook and when I click on ""create new account"" it says that ""We're experiencing difficulties. Please try again later"". This has been going on for a while.","@SpotifyCares I have been trying to create an account through my Facebook and when I click on ""create new account"" it says that ""We're experiencing difficulties. Please try again later"". This has been going on for a while. @153875 Hey Sara! Have you tried using an incognito window/private browser? Let us know how that goes /TF @SpotifyCares It's still saying the same thing @153875 Got it. Can you tell us what internet browser you're using, does using another browser work at all? We'll be right here /TF",False,True,0.5,True,5,False,multi_intent,G044,other_unclear,,False,Thank the customer for reaching out. Ask them to describe their issue in more detail so the right support team can assist.,Auto-labeled as other_unclear; message lacks sufficient intent signal.
115341,"@SpotifyCares @115888 Jack Off Jill's ""Cockroach Waltz"" has very jarring skips in the song, approximately a couple minutes in.","@SpotifyCares @115888 Jack Off Jill's ""Cockroach Waltz"" has very jarring skips in the song, approximately a couple minutes in. @SpotifyCares @115888 This track is on Humid Teenage Mediocrity (a Collection of Early Joj Recordings 1992-1996) @141634 Hey there! Could you let us know what device/OS you're using? Keep us posted /DF @SpotifyCares This was the desktop app!",False,True,0.5,True,4,False,multi_intent,G045,other_unclear,,False,Thank the customer for reaching out. Ask them to describe their issue in more detail so the right support team can assist.,Auto-labeled as other_unclear; message lacks sufficient intent signal.
500972,"Something’s not quite right, and we’re looking into it. Thanks for your reports!","Something’s not quite right, and we’re looking into it. Thanks for your reports! @117153 So the problem is worldwide ? @117153 Hmmm this isn’t because of the repeal of the net neutrality rules is it? @117153 Down in NC. Just glad they know!",False,True,0.5,True,4,True,multi_intent,G046,other_unclear,,False,Thank the customer for reaching out. Ask them to describe their issue in more detail so the right support team can assist.,Auto-labeled as other_unclear; message lacks sufficient intent signal.
454691,@115888 is wrong Haywire was released in 2009 https://t.co/Isb7yix2Ii,"@115888 is wrong Haywire was released in 2009 https://t.co/Isb7yix2Ii @222906 Hey! Can you send us the Song Link? Just tap the three dots &gt; Share &gt; Copy Link /DF @SpotifyCares https://t.co/8dLVXrLcK0 @222906 Thanks, we'll get this reported. Great detective work! Let us know if there's anything else you need /JK",False,True,0.5,True,5,False,multi_intent,G047,other_unclear,,False,Thank the customer for reaching out. Ask them to describe their issue in more detail so the right support team can assist.,Auto-labeled as other_unclear; message lacks sufficient intent signal.
2368006,I am HERE for the Anastasia musical soundtrack BUT @115888 how dare you delete the music from the aminated 1997 version !!! That's what I grew up on !!! I'm pissed yo (still boppin to these tunes tho),"I am HERE for the Anastasia musical soundtrack BUT @115888 how dare you delete the music from the aminated 1997 version !!! That's what I grew up on !!! I'm pissed yo (still boppin to these tunes tho) @115888 like Liz calloway has the OG hits on her album so nbd, but where's Rasputin's THEME SONG that good shit isn't even in the musical !!!!!!! He's the villain um @683433 Hey there, we hear you! Sometimes content gets temporarily removed because of licensing changes. Hopefully we'll have it available again soon /TB @SpotifyCares I'll be counting the days until then !! Thank ya",False,True,0.5,True,4,False,multi_intent,G048,other_unclear,,False,Thank the customer for reaching out. Ask them to describe their issue in more detail so the right support team can assist.,Auto-labeled as other_unclear; message lacks sufficient intent signal.
2733037,@SpotifyCares Still having issues with songs stopping after a few seconds of playing. This has been an issue for over a month on my android phone. Please advise!,"@SpotifyCares Still having issues with songs stopping after a few seconds of playing. This has been an issue for over a month on my android phone. Please advise! @472000 Hey Owen, that doesn't sound right! Can you let us know the device, Android, and Spotify version you're using? We'll see what we can suggest /JE @SpotifyCares Thanks.  It's a Samsung galaxy S6. Spotify is the most recent version @472000 Got it. Does logging out, restarting your phone, then logging back in help at all? /JE",False,True,0.5,True,9,False,multi_intent,G049,other_unclear,,False,Thank the customer for reaching out. Ask them to describe their issue in more detail so the right support team can assist.,Auto-labeled as other_unclear; message lacks sufficient intent signal.
2734600,Wait did @115888 get rid of the ability to view and make changes to your queue?!? I’m not about that,"Wait did @115888 get rid of the ability to view and make changes to your queue?!? I’m not about that @510250 Hey Ellie! Could you let us know your device's make/model, operating system, and Spotify version? We'll check things out /GU @510250 Alright. Best thing to try here is a reinstall. Just follow the steps at https://t.co/EqisDMwZAT. Let us know how it goes /GU @SpotifyCares It’s an iPhone 7, 11.1 update, not sure how to tell what version Spotify is...  but there’s no queue button in the top corner anymore https://t.co/ost5uihoRs",False,True,0.5,True,3,True,multi_intent,G050,other_unclear,,False,Thank the customer for reaching out. Ask them to describe their issue in more detail so the right support team can assist.,Auto-labeled as other_unclear; message lacks sufficient intent signal.
622843,"@SpotifyCares my Google Play Music subscription is set to renew soon, are you guys coming to Romania anytime soon or is it just a rumor?","@SpotifyCares my Google Play Music subscription is set to renew soon, are you guys coming to Romania anytime soon or is it just a rumor? @267842 Hey Andrei! We don't have any info to share right now, but we're launching in new countries as often as possible. Be sure to add your email at https://t.co/X8DVSX9QgM /NH @SpotifyCares That link doesn't work in my country. LOL! @267842 Hmm. Can you try checking out https://t.co/rUSSisWd8O instead? Let us know how it goes /NH",False,True,0.5,True,7,True,low_evidence,G051,other_unclear,,True,Thank the customer for reaching out. Ask them to describe their issue in more detail so the right support team can assist. Please escalate to a human specialist for further investigation.,Auto-labeled as other_unclear; message lacks sufficient intent signal.
